category,probe_path,subcategory,fixation_duration,label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_onset_time,jitter1,discrim_resptime,response_window,correctAns,response.corr,response.keys,response.rt,visibil_resptime,visible.keys,visible.corr,visible.rt,probeFrames,jitter2,n_square,expName,probeFrames,participant,frameRate,date,session,premask_dur,postmask_dur,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/barn-owl_6.jpg,Birds,0,barn-owl,0,81,81,4,578.873077332,1.5,579.624595031,nV_V,2,1,2,0.962318207021,580.597543282,1,1,0.611558933277,5,7.5,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/rocking-chair_14.jpg,Furniture,0,rocking-chair,0,82,82,69,585.417291808,2.0,586.168825782,V_nV,2,1,2,1.0825785374,587.262039911,1,1,0.992375449394,5,6.0,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/car_22.jpg,Vehicles,0,car,0,83,83,11,592.462600119,2.5,593.224167618,nV_V,1,1,1,0.751874889713,593.986668916,3,0,0.391070688842,5,7.5,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/palace_3.jpg,Buildings,0,palace,0,84,84,58,598.585917454,1.5,599.327436034,nV_V,1,1,1,1.08259227406,600.42066276,1,1,0.822005050723,5,6.0,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/saucepan_26.jpg,Kitchen_Uten,0,saucepan,0,85,85,71,605.450857348,1.5,606.212468264,V_nV,2,1,2,0.6715299465,606.894562721,3,0,0.330946282833,5,6.0,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/fondue_0.jpg,Kitchen_Uten,0,fondue,0,86,86,30,611.43384791,3.0,612.165348096,V_nV,2,1,2,0.761886126245,612.93786157,3,0,1.91439662804,5,6.0,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/sofa_0.jpg,Furniture,0,sofa,0,87,87,78,619.060423386,1.5,619.781908414,V_nV,2,1,2,2.37539115374,622.167925111,1,1,0.451053277007,5,6.5,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/guitar_11.jpg,Musical_Inst,0,guitar,0,88,88,36,626.827311427,2.5,627.568827792,nV_V,1,1,1,0.791941267205,628.371404343,3,0,0.290852225502,5,6.0,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cat_12.jpg,Animals,0,cat,0,89,89,13,632.870451703,1.5,633.591927156,nV_V,2,1,2,2.62593543774,636.228484757,2,0,0.240762074711,5,6.5,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/mill_12.jpg,Buildings,0,mill,0,90,90,53,640.677423237,2.5,641.398892311,nV_V,1,0,2,1.48344716476,642.892975214,1,1,0.44117684348,5,6.0,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/drum_20.jpg,Musical_Inst,0,drum,0,91,91,25,647.54235303,1.5,648.293884492,nV_V,1,1,1,1.2228978622,649.527422586,1,1,0.661660388694,5,7.0,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/hippopotamus_19.jpg,Animals,0,hippopotamus,0,92,92,39,654.39724482,2.0,655.158808861,nV_V,2,1,2,1.52354800759,656.703015073,3,0,0.501310087158,5,6.0,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/armadillo_3.jpg,Animals,0,armadillo,0,93,93,1,661.41249858,2.5,662.143994303,nV_V,2,0,1,1.79412867781,663.948755396,1,1,0.40109359799,5,6.5,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/wardrobe_15.jpg,Furniture,0,wardrobe,0,94,94,93,668.558058192,1.5,669.299551073,nV_V,1,1,1,1.26297562302,670.573154811,3,0,0.431157358922,5,6.5,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/house_23.jpg,Buildings,0,house,0,95,95,41,675.212499248,2.5,675.933975754,V_nV,2,0,1,2.91656614759,678.861170272,1,1,0.33094044833,5,7.5,32,Expt_DEF,5,alvaro,99.7844686924,2019_may_16_1000,001,20,20,
